access,defibrillator:location,defibrillator:location:pl,description,description:pl,indoor,latitude,location,longitude,note,note:pl,opening_hours,operator,osm_id,phone,wikimedia_commons
customers,"Budynek Wydziału Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej - Wejście główne - B1",,,,yes,50.0658867,indoor,19.9193913,,,,,9430722717,,
yes,Miasteczko Studenckie – DS 8 Stokrotka,,,,,50.0675897,indoor,19.9050594,,,,,9430722718,,
customers,Studium Wychowania Fizycznego i Sportu AGH - U12,,,,,50.0662502,indoor,19.9010089,,,,,9430722719,,
customers,Budynek Wydziału Inżynierii Metali i Informatyki Przemysłowej - Portiernia – B5,,,,,50.0671009,indoor,19.9170779,,,,,9430723617,,
customers,Budynek Wydziału Zarządzania AGH - Portiernia - D14,,,,,50.0703217,indoor,19.9065419,,,,,9430741017,,
customers,Przychodnia Zdrowia „Scanmed” – ul. Akademicka 5 – U3,,,,,50.0656106,indoor,19.9171706,,,,,9430745717,,
customers,,,,,,53.9275463,indoor,20.2459122,,,,,9430757517,,
customers,"Atrium Płock, ul. Przemysłowa 1, w korytarzu do toalet, przy lokalu Drogerie Natura",,,,,52.5544262,indoor,19.6920374,,,,,9430963317,,
customers,"Znajduje się na 1 piętrze w dużej kuchni, wejście do kuchni od każdej strony korytarza. Dostępny 8-17",,,,,52.1720568,indoor,21.0067407,,,,,9431160218,+48 22 560 76 50,
yes,Samochód OSP KSRG Żarnowiec,,,,,49.6944668,indoor,21.6626567,,,,,9431734417,,
yes,Samochód OSP Podniebyle,,,,,49.6808339,indoor,21.6125568,,,,,9431740017,,
yes,Samochód OSP KSRG Jaszczew,,,,,49.7375195,indoor,21.6559286,,,,,9431740517,,
yes,Na ścianie remizy strażackiej,,,,,49.7390189,outdoor,20.3911012,,,,,9432323917,,
private,W budynku portierni na ścianie,,,,,50.705314,indoor,16.00117,,,,,9432834717,,
customers,Na parterze obok wejścia,,,,yes,52.5570719,,19.6765449,,,Mo-Fr 06:00-22:00,Szkoła Podstawowa Nr 17 im. Tadeusza Kościuszki,9433368649,,
customers,Przy wejściu do budynku szkoły na parterze,,,,yes,52.5572802,,19.6814466,,,Mo-Fr 06:00-21:00,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Marii Dąbrowskiej w Płocku,9433390854,,
private,W remizie OSP Alwernia,,,,,50.0693487,indoor,19.5363047,,,,,9433962717,,
customers,Pierwsze piętro budynku na w korytarzu do sekretariatu Zakładu Fizyki Medycznej,,,,yes,53.4214544,indoor,14.5285722,,,,Pomorski Uniwersytet Medyczny w Szczecinie,9434120717,,
yes,Na ścianie na przeciw wejścia do portierni,,,,yes,53.4126601,indoor,14.5306732,,,Mo-Fr 08:00-22:00; Su 09:00-15:00,Pomorski Uniwersytet Medyczny w Szczecinie,9434120718,+48 91 441 45 09;+48 91 441 44 61,
customers,Defibrylator zamontowany na ścianie po prawej stronie wejścia głównego od parkingu na przeciwko okna portierni,,,,yes,53.4491566,indoor,14.4933874,,,,Pomorski Uniwersytet Medyczny,9434120719,,
private,W wejściu głównym (przedsionku) do budynku dostępny 24/7,,,,,53.4230464,indoor,14.5543359,,,,,9434445717,,
yes,W portierni po lewej stronie na ścianie,,,,yes,50.8061213,,19.1145768,,,24/7,,9434633505,+48343707490,
customers,"Na ścianie w holu głównym, po prawej stronie",,,,yes,50.8114664,,19.11278,,,Mo-Fr 7:30-15:30,,9434684827,+48343707100,
yes,Na ścianie przy wejściu głównym od strony skrzyżowania ulic: Śląskiej z Jerzego Waszyngtona,,,,yes,50.8098829,,19.1143287,,,24/7,,9434701059,+48343707101,
yes,W portierni po prawej stronie na ścianie,,,,yes,50.8096242,,19.116259,,,24/7,,9434705817,+48343707199,
yes,,,,,yes,53.2616395,indoor,19.3950864,,,,,9434711418,,
yes,Na samochodach pożarniczych 2szt.,,,,,54.0983468,,22.924029,,,,,9435708619,112,
customers,na ścianie przy wejściu,,,,,51.1189544,indoor,16.9964724,,,,,9436470117,,
customers,na ścianie przy wejściu,,,,,51.1183867,indoor,16.9968305,,,,,9436470118,,
private,Samochód ratowniczy Mercedes Atego GBA- w kabinie.,,,,,49.3720905,indoor,19.8137916,,,,,9436545117,+48 501 101 161,
,359[S]73,,,,,50.9723136,indoor,19.3811721,,,,,9437549617,,
customers,Pomieszczenie służbowe ochrony centrum,,,,,50.2707927,indoor,19.0039483,,,,,9437885617,,
customers,w kancelarii w pokoju 107,,,,yes,50.08985,,18.54473,,,"Mo-We 07:30-15:30, Th 07:30-18:00, Fr 07:30-13:00",Starostwo Powiatowe Powiatu Rybnickiego,9437937873,+48 32 422 83 00,
customers,w holu głównym Starostwa Powiatowego na ścianie na wprost drzwi wejściowych do urzędu,,,,yes,49.7516202,,18.6398576,,,Mo-Fr 06:30-18:00,Starostwo Powiatowe w Cieszynie,9437937874,+48 33 4777 144,
customers,urządzenie znajduje się w budynku SPZOZ w Kamieńsku,,,,yes,51.2035449,,19.4960034,,,Mo-Fr 7:30-20:00,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kamieńsku,9437937875,+48 44 681 75 23,
customers,Starostwo Powiatowe w Oławie sekretariat 2 piętro,,,,yes,50.94578,,17.2961,,,"Mo-Th 07:30-15:30, We 07:30-17:00, Fr 07:30-14:00",Starostwo Powiatowe w Oławie,9437937876,+48 71 301 15 22,
customers,"1 piętro, pokój nr 25, sekretariat Starostwa Powiatowego w Lipsku",,,,yes,51.15889,,21.64985,,,Mo-Su 07:30-15:30,Starostwo Powiatowe w Lipsku,9437937877,+48 483 78 30 11,
customers,Wewnątrz budynku przy wejściu głównym,,,,yes,50.3054569,,19.0285318,,,"Mo 07:00-17:00, Tu-Th 08:00-16:00, Fr 08:00-14:00",Urząd Miasta Siemianowice Śląskie,9437937878,+48 32 760-52-15,
customers,Wewnątrz budynku przy wejściu głównym,,,,yes,50.3056569,,19.0282118,,,"Mo 07:00-17:00, Tu-Th 08:00-16:00, Fr 08:00-14:00",Urząd Miasta Siemianowice Śląskie,9437937879,+48 32 760-52-15,
yes,Na zewnętrznej ścianie budynku Urzędu Miasta Zgorzelec,,,,no,51.1478978,,15.0074124,,,24/7,Urząd Miasta Zgorzelec,9437937880,+48 76 77 52 027,
customers,"Punkt Obsługi Interesanta Urzędu Miasta Zgorzelec, Parter",,,,yes,51.1479279,,15.0076104,,,Mo-Fr 07:00-17:00,Urząd Miasta Zgorzelec,9437937881,+48 75 77 52 027,
customers,"Biuro Obsługi Klienta, piętro 1, pokój 123",,,,yes,50.8420815,,16.4658211,,,"Mo 07:00-15:00, Tu 07:00-17:00, We-Th 07:00-15:00, Fr 07:00-13:00",Starostwo Powiatowe w Świdnicy,9437937882,+48 74 85 00 400,
yes,Zewnętrzna ściana budynku domu kultury,,,,no,51.5658908,,16.6979356,,,,Zespół Placówek Kultury w Wąsoszu,9437937883,+48 65 5437 936,
private,"Schronisko Orle, bar - recepcja",,,,yes,50.8150351,,15.3830884,,,,Właściciel schroniska,9437937884,+48 500 610 115,
yes,przy drzwiach wejściowych do budynku na ścianie lewej,,,,no,51.0269395,,18.9304786,,,,Urząd Gminy,9437937885,+48 34 317 70 67,
yes,"z przodu budynku, przy drzwiach wejściowych do przychodni",,,,no,50.9990938,,18.8642584,,,,Wiejski Ośrodek Zdrowia w Rębielicach Królewskich,9437937886,+48 34 310 39 03,
yes,z przodu budynku OSP przy drzwiach wejściowych,,,,no,51.0724024,,18.9286729,,,,OSP Więcki,9437937887,+48 34 317 70 67,
customers,Podziemie - Centrum Informacji Miejskiej,,,,yes,50.27814,,19.12761,,,"Mo-We 08:00-18:00, Th-Sa 08:00-16:00",Urząd Miasta Sosnowiec,9437937888,+48 32 393 94 55,
customers,Parter budynku przy portierni i wejściu na pocztę,,,,yes,50.2773419,,19.1334667,,,,Urząd Miasta Sosnowiec,9437937889,+48 32 393 94 55,
customers,"Parter budynku przy punkcie ksero, przy portierni",,,,yes,50.2784739,,19.1297875,,,,Urząd Miasta Sosnowiec,9437937890,+48 32 393 94 55,
customers,Parter budynku przy windzie,,,,yes,50.278266,,19.1337608,,,Mo 07:30-18:00;Tu-Th 07:30-15:30;Fr 07:30-13:00,Urząd Miasta Sosnowiec,9437937891,+48 32 393 94 55,
customers,Parter budynku przy windzie,,,,yes,50.2803321,,19.1327375,,,,Urząd Miasta Sosnowiec,9437937892,+48 32 393 94 55,
yes,"Pudynek Starostwa, II piętro, gablota przy wejściu do pomieszczenia nr 98",,,,yes,49.7825975,,22.7676026,,,Mo-Fr 7:30-15:30,Starostwo Powiatowe w Przemyślu,9437940907,+48 16 6785054,
customers,wewnątrz budynku Starostwa Powiatowego,,,,yes,51.9011006,,19.5986283,,,,Ośrodek Zdrowia w Strykowie,9438078898,+48 505 828 170,
customers,,,,,yes,52.4210756,,21.0353442,,,Mo 08:00-18:00; Tu-Th 08:00-16:00; Fr 08:00-14:00,Urząd Gminy Nieporęt,9438078899,+48 22 767 57 20,
customers,"zewnętrzna, południowa ściana budynku recepcji/bosmanatu, na lewo od drzwi",,okrągła kapsuła w kolorze zielonym,,no,52.4356626,outdoor,21.0408476,,,Dec-Mar Mo-Fr 08:00-16:00; Apr-Nov 08:00-17:00,Kompleks Rekreacyjno-Wypoczynkowy Nieporęt PILAWA,9438078900,+48 668 481 739,
customers,,,,,yes,52.3931227,,21.0366482,,,"Mo-Fr 06:00-22:00, Sa-Su 08:00-22:00",Ośrodek Sportu i Rekreacji Aquapark Fala,9438078901,+48 22/ 772 00 89,
customers,,,,,yes,52.4246816,,21.0319355,,,Mo-Fr 07:00-19:00,Centrum Medyczne Nieporęt,9438078902,+48 22 767 57 20,
private,Dzika plaża,,,,no,52.43672,,21.02312,,,24/7,Straż Gminna w Nieporęcie,9438078903,+48 668 116 761,
customers,Urządzenie znajduje się w Biurze Obsługi Mieszkańca Urzędu Gminy Wiązowna,,,,yes,52.1740129,,21.2929287,,,Mo 10:00-18:00; Tu-Fr 08:00-16:00,Urząd Gminy Wiązowna,9438078904,+48 22 512 58 00,
customers,znajduje się w recepcji SP ZOZ,,,,yes,50.9300131,,19.6270643,,,,Ośrodek Zdrowia w Żytnie,9438078905,+48 34 343 27 70 13,
customers,Wisi na ścianie obok kas.,,,,yes,52.2905769,,21.1219907,,,,Miejskie Centrum Sportu w Ząbkach Sp. z o.o.,9438078906,,
private,Zakład nr 3 portiernia,,,,yes,51.4002736,,17.648906,,,24/7,Zakłady Meblowe Wajnert,9438078907,+48 62 599 67 21,
customers,Sekretariat szkoły I piętro,,,,yes,51.3952426,,17.665831,,,Mo-Fr 7:15-15:15,Szkoła Podstawowa im. Jerzego Badury w Międzyborzu,9438078908,+48 62 785 69 10,
customers,Gabinet zabiegowy,,,,yes,51.3924579,,17.6687656,,,Mo-Fr 7:30-18:00,Niepubliczny Zakład Opieki Zdrowotnej Ośrodek Zdrowia w Międzyborzu,9438078909,+48 62 786 97 70,
customers,"Sala instruktorska, miejsce ogólnodostępne",,,,yes,51.3956644,,17.6663625,,,Mo-Fr 08:00-20:00; Tu 08:00-19:00,Miejsko-Gminny Ośrodek Kultury w Międzyborzu,9438078910,+48 62 785 60 37,
customers,"Sekretariat urzędu 1 piętro pok. nr 10 Dostęp ograniczony. Przy drzwiach wejściowych do urzędu od ul. Kolejowej znajduje się przycisk wywoławczy, sygnalizujący potrzebę użycia AED z powiadomieniem ratowników lokalnych",,,,yes,51.3975388,,17.6614055,,,Mo 07:30-16:30; Tu-Th 07:30-15:30; Fr 07:30-14:30,Urząd Miasta i Gminy Międzybórz,9438078911,+48 62 785 60 19,
customers,"Sala Obsługi Mieszkańców Urzędu Dzielnicy Praga-Południe, parter, naprzeciwko stanowiska Informacji",,,,yes,52.2465287,,21.0685823,,,24/7,Urzędu Dzielnicy Praga-Południe,9438078912,,
customers,"Urządzenie zlokalizowane na parterze przy wejściu do budynku vis a vis pomieszczenia ochrony budynku, zamontowane na ścianie w specjalnej obudowie, która po otwarciu uruchamia sygnał dźwiękowy",,,,yes,52.2085372,,21.0147307,,,Mo-Fr 08:00-16:00,Urząd Dzielnicy Mokotów,9438078913,+48 22 443 64 00,
customers,Miejski Ośrodek Kultury,,,,yes,50.0404882,,18.3950618,,,,Urząd Miasta w Pszowie,9438078914,+48 33 716 08 01,
customers,W budynku urzędu miasta,,,,yes,50.0382316,,18.395617,,,,Urząd Miasta w Pszowie,9438078915,+48 32 716 08 01,
customers,"Urządzenie zamontowane na parterze budynku będącego siedzibą urzędu gminy, w części ogólnodostępnej, na ścianie, w skrzynce metalowej ochronnej, oznaczonej czerwonym papisem AED",,,,yes,52.445987,,20.976822,,,Mo-Fr 08:00-16:00,Urząd Gminy Wieliszew,9438078916,+48 227 82 19 12,
yes,"Budynek remizy OSP Wielgolas, przy drodze wojewódzkiej nr 802, kapsuła z urządzeniem zamontowana jest na elewacji budynku, przy drzwiach garażowych. W nocy świeci na zielono.",,,,no,52.0319203,,21.7301473,,,24/7,Ochotnicza Straż Pożarna w Wielgolesie,9438084317,+48 724 491 266,
customers,w pomieszczeniu obsługi Hali Sportowej,,,,yes,49.79282,,18.97042,,,08:00-16:00,Gmina Jaworze,9438084318,+48 33 828 66 00,
yes,Umieszczone na ścianie Ośrodka Promocji Gminy Jaworze od strony ul. Wapienickiej (Amfiteatr),,,,no,49.7923705,,18.9533433,,,,Gmina Jaworze,9438084319,+48 33 828 66 00,
yes,Przy wejściu do budynku Urzędu Gminy,,,,no,49.7980452,,18.9467227,,,,Gmina Jaworze,9438084320,+48 33 828 66 00,
customers,korytarz główny przychodni,,,,yes,50.1426704,,19.1823427,,,Mo-Fr 08:00-18:00,SPZOZ IMIELIN,9438084321,+48 322 25 60 25,
customers,"na I piętrze Urzędu Gminy w Łękawicy, na ścianie przy wejściu do sekretariatu",,,,yes,49.7219614,,19.2642765,,,Mo-Th 07:30-15:30; We 07:30-17:00; Fr 07:30-14:00,Urząd Gminy w Łękawicy,9438084322,+48 33 865 16 01,
,ściana budynku szkoły podstawowej,,,,no,50.1465718,,19.7637364,,,,,9438121754,,
private,Samochód pożarniczy,,,,,54.2736307,,19.7447108,,,,OSP Wielkie Wierzno,9438181194,+48 883688482,
private,Samochód pożarniczy,,,,,52.5653782,,22.9076101,,,,OSP Dziadkowice - Kierowca,9438181195,+48 530737115,
private,Samochód pożarniczy,,,,,50.573387,,17.987165,,,,OSP Przywory,9438184969,,
private,Samochód pożarniczy,,,,,54.162848,,20.654558,,,,OSP Rogóż,9438190363,+48 897673274,
private,Samochód pożarniczy,,,,,51.689723,,23.197243,,,,OSP W Podedwórzu,9438198036,+48 833795031,
private,Samochód pożarniczy,,,,,54.0531264,,20.8888537,,,,OSP Troszkowo,9438217293,+48 603754367,
private,Samochód pożarniczy,,,,,53.6849418,,22.1045858,,,,OSP W Drygałach,9438217295,+48 510860280,
private,Samochód pożarniczy,,,,,52.6086809,,22.8763221,,,,OSP Dołubowie,9438229840,+48 500860021,
private,Samochód pożarniczy,,,,,54.3584321,,19.6897667,,,,OSP Frombork,9438232139,+48 552440660,
private,Samochód pożarniczy,,,,,54.2849463,,19.6934513,,,,OSP Jędrychowo Gm. Frombork,9438234299,+48 608347802,
private,Samochód pożarniczy,,,,,54.0740181,,21.0257487,,,,OSP Sątopy-Samulewo,9438241148,+48 730096407,
private,Samochód pożarniczy,,,,,52.433368,,22.654764,,,,OSP W Sieniewicach,9438241957,,
private,Samochód pożarniczy,,,,,50.6527516,,20.6002208,,,,OSP Włoszczowice,9438241972,+48 509917076,
private,Samochód pożarniczy,,,,,54.0846035,,20.8999326,,,,OSP Bisztynek,9438253320,+48 505319591,
private,Samochód pożarniczy,,,,,53.6101367,,22.0642435,,,,OSP Biała Piska,9438253323,+48 508525930,
private,Samochód pożarniczy,,,,,53.6131592,,22.2214514,,,,OSP Skarżynie,9438256447,+48 514667429,
private,Samochód pożarniczy,,,,,50.4591458,,18.025046,,,,OSP Obrowiec,9438259880,,
private,Samochód pożarniczy,,,,,52.611938,,15.119886,,,,OSP Kołczyn,9438260018,+48 505771596,
private,Samochód pożarniczy,,,,,50.994314,,21.964486,,,,OSP Boiska,9438260061,,
private,Samochód pożarniczy,,,,,50.359211,,22.742882,,,,OSP W Tarnogrodzie,9438261076,+48 665308336,
private,Samochód pożarniczy,,,,,51.263056,,23.323824,,,,OSP W Wierzbicy,9438265927,+48 502039286,
private,Samochód ratowniczo-gaśniczy,,,,,53.7203985,vehicle,14.5575115,,,,OSP Czarnocin,9438265929,,
private,Samochód pożarniczy,,,,,52.583881,,15.015094,,,,OSP Krzeszyce,9438265939,+48 603206754,
private,Samochód pożarniczy,,,,,51.042554,,21.828901,,,,OSP Józefównad Wisłą,9438265941,,
private,Samochód pożarniczy,,,,,51.7869112,,14.7748267,,,,OSP Brody,9438266623,+48 793235639,
private,Samochód pożarniczy,,,,,50.81188,,22.221222,,,,OSP Potok Stany,9438267434,+48 661533611,
private,Samochód pożarniczy,,,,,51.017858,,22.856355,,,,OSP Ksrg Częstoborowice,9438268509,+48 600436312,
private,Samochód pożarniczy,,,,,51.2343337,,21.9923946,,,,OSP Karczmiska Pierwsze,9438272819,,
private,Samochód pożarniczy,,,,,50.99479,,22.14582,,,,OSP Urzędów,9438272820,,
private,Samochód pożarniczy,,,,,51.1515535,,17.5881902,,,,OSP Bukowie,9438272858,,
private,Samochód pożarniczy,,,,,50.0503239,,17.7912534,,,,OSP Branice,9438272859,+48 669229090,
private,Samochód pożarniczy,,,,,51.7129855,,16.2470685,,,,OSP Szlichtyngowa,9438273142,+48 505815318,
private,Samochód pożarniczy,,,,,51.0277063,,22.0300116,,,,OSP Boby,9438273151,,
private,Samochód pożarniczy,,,,,50.2158669,,20.4382962,,,,OSP w Łękawie,9438273174,+48 600601293,
private,Samochód pożarniczy,,,,,51.409504,,22.671763,,,,OSP Wólka Rokicka,9438279653,,
private,Samochód pożarniczy,,,,,51.26731,,22.07598,,,,OSP Noworąblów,9438279654,,
private,Samochód pożarniczy,,,,,50.8591246,,21.0887668,,,,OSP Nowa Słupia,9438279655,+48 504365108,
private,Samochód pożarniczy,,,,,50.237252,,18.285928,,,,OSP Dziergowice,9438279656,,
private,Samochód pożarniczy,,,,,50.888123,,21.667526,,,,OSP Ożarów,9438282392,+48 669234727,
private,Samochód pożarniczy,,,,,50.9584259,,21.1204793,,,,OSP Pawłów,9438282394,,
private,Samochód pożarniczy,,,,,50.6066131,,20.5713517,,,,OSP W Kijach,9438282404,+48 600018602,
private,Samochód pożarniczy,,,,,53.4113839,,19.4831576,,,,OSP Wielkie Bałówki,9438282856,+48 791746240,
private,Samochód pożarniczy,,,,,53.4168564,,19.6534105,,,,OSP Tylice,9438282857,+48 511036498,
private,Samochód pożarniczy,,,,,53.3831672,,19.466396,,,,OSP Tereszewo,9438282858,+48 608104792,
private,Samochód pożarniczy,,,,,53.3532182,,19.6387836,,,,OSP Sugajenko,9438282859,+48 797402944,
private,Samochód pożarniczy,,,,,53.46599,,19.47451,,,,OSP Skarlin,9438282860,+48 513064295,
private,Samochód pożarniczy,,,,,53.3707049,,19.5582044,,,,OSP Nielbark,9438282861,+48 725867976,
private,Samochód pożarniczy,,,,,53.4423778,,19.5143825,,,,OSP Mikołajki,9438282862,+48 609611729,
private,Samochód pożarniczy,,,,,53.42845,,19.53716,,,,OSP Marzęcice,9438282863,+48 508004351,
private,Samochód pożarniczy,,,,,53.4468587,,19.3523158,,,,OSP Łąkorz,9438282864,+48 509323063,
private,Samochód pożarniczy,,,,,53.46801,,19.31249,,,,OSP Lipinki,9438282865,+48 600153190,
private,Samochód pożarniczy,,,,,53.3731644,,19.6275091,,,,OSP Krzemieniewo,9438282866,+48 505295404,
private,Samochód pożarniczy,,,,,53.503934,,19.3928141,,,,OSP Krotoszyny,9438282867,+48 602535494,
private,Samochód pożarniczy,,,,,53.5251904,,19.5071399,,,,OSP Jamielnik,9438282868,+48 501573991,
private,Samochód pożarniczy,,,,,53.3952296,,19.6494916,,,,OSP Gwiździny,9438282869,+48 698256100,
private,Samochód pożarniczy,,,,,51.1363933,,22.8528387,,,,Członkowie Ochotniczej Straży Pożarnej,9438282870,+48 793445334,
private,Samochód pożarniczy,,,,,53.4800278,,19.5717124,,,,OSP Chrośle,9438282871,+48 793943302,
private,Samochód pożarniczy,,,,,51.1550684,,22.7570097,,,,OSP Bystyrzejowice Drugie,9438282872,+48 885200010,
private,Samochód pożarniczy,,,,,53.3423794,,19.5644155,,,,OSP Brzozie Lubawskie,9438282873,+48 601513026,
private,Samochód pożarniczy,,,,,53.3575144,,19.6214477,,,,OSP Bratuszewo,9438282874,+48 512955162,
private,Samochód pożarniczy,,,,,53.4571723,,19.6098779,,,,OSP Bratian,9438282875,+48 668020569,
private,Samochód pożarniczy,,,,,53.5,,19.35238,,,,OSP Biskupiec,9438282876,+48 781624606,
private,Samochód pożarniczy,,,,,54.323133,,20.226578,,,,OSP W Lekowie,9438282877,+48 518147228,
private,Samochód pożarniczy,,,,,53.4273138,,19.5947558,,,,Państwowa Straż Pożarna Nowe Miasto Lubawskie,9438282878,+48 564744100,
private,Samochód pożarniczy,,,,,53.5399811,,20.0191543,,,,OSP Dylewo,9438282879,+48 575003384,
private,Samochód pożarniczy,,,,,53.5039224,,20.0788666,,,,OSP Frygnowo,9438282880,+48 664788966,
private,Samochód pożarniczy,,,,,53.5406971,,20.0873958,,,,OSP Gierzwałd,9438282881,+48 789282492,
private,Samochód pożarniczy,,,,,54.0417211,,23.3542166,,,,OSP Dziemianinówka,9438282882,+48 875165038,
private,Samochód pożarniczy,,,,,51.138919,,20.5639595,,,,MOSP Stąporków,9438282883,+48 531810536,
private,Samochód pożarniczy,,,,,51.593242,,22.6076563,,,,OSP Ostrówek,9438282884,,
private,Samochód pożarniczy,,,,,50.6580074,,20.5127086,,,,,9438282885,+48 519674802,
private,Samochód pożarniczy,,,,,51.772076,,15.82388,,,,OSP Siedlisko,9438282886,+48 723419854,
private,Samochód pożarniczy,,,,,53.217837,,21.9238,,,,OSP Mątwica,9438282887,,
private,Samochód pożarniczy,,,,,53.2276911,,21.8817228,,,,OSP Nowogród,9438282888,,
private,Samochód pożarniczy,,,,,52.9841859,,22.8649082,,,,Państwowa Straż Pożarna Nr 5 W Łapach,9438282889,+48 857152700,
private,Samochód pożarniczy,,,,,53.0035424,,22.9088025,,,,OSP W Uhowie,9438282890,+48 510121715,
private,Samochód pożarniczy,,,,,51.87131,,22.198827,,,,OSP Stanin,9438282891,,
private,Samochód pożarniczy,,,,,53.3557374,,19.7065342,,,,OSP Mroczno,9438282892,+48 511911090,
private,Samochód pożarniczy,,,,,53.4124892,,19.7568215,,,,OSP Grodziczno,9438282893,+48 504313951,
private,Samochód pożarniczy,,,,,52.14502,,15.15818,,,,OSP Bytnica,9438282894,+48 502139813,
private,Samochód pożarniczy,,,,,52.1543521,,15.0906606,,,,OSP Budachów,9438282895,+48 695648153,
private,Samochód pożarniczy,,,,,50.5359827,,23.3876867,,,,OSP W Tarnawatce,9438282896,,
private,Samochód pożarniczy,,,,,51.6804433,,14.8314225,,,,OSP Tuplice,9438282897,+48 507588073,
private,Samochód pożarniczy,,,,,51.7164047,,15.3866609,,,,OSP Brzeźnica,9438282898,,
