name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział chirurgii urazowo-ortopedycznej,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,55 2304218,izbaprzyjec@szpitalmiejski.elblag.pl,Elbląg,Stefana Żeromskiego,22,82-300,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,17 222 08 32,ochw@zozropczyce.pl,Sędziszów Małopolski,Wyspiańskiego,14,39-120,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział neurologiczny,17 222 08 43,neurologia@zozropczyce.pl,Sędziszów Małopolski,Wyspiańskiego,14,39-120,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,94 374 35 61,recepcja.szczecinek.@scanmed.pl,Szczecinek,Kilińskiego,7,78-400,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,95 765 25 81,sor@spzozchoszczno.pl,Choszczno,Niedziałkowskiego,4A,73-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,95 765 25 81,sor@spzozchoszczno.pl,Choszczno,Niedziałkowskiego,4A,73-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,95 765 25 81,sor@spzozchoszczno.pl,Choszczno,Niedziałkowskiego,4A,73-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,95 765 25 81,sor@spzozchoszczno.pl,Choszczno,Niedziałkowskiego,4A,73-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 416 21 09,chirurgia@szpital-gryfino.pl,Gryfino,Parkowa,5,74-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 416 21 09,wewnetrzny@szpital-gryfino.pl,Gryfino,Parkowa,5,74-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział pediatryczny,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 466 43 00,izbaprzyjec@szpitalgoleniow.pl,Goleniów,Nowogardzka,2,72-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 466 43 00,izbaprzyjec@szpitalgoleniow.pl,Goleniów,Nowogardzka,2,72-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,91 466 43 00,izbaprzyjec@szpitalgoleniow.pl,Goleniów,Nowogardzka,2,72-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 466 43 00,izbaprzyjec@szpitalgoleniow.pl,Goleniów,Nowogardzka,2,72-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,94 366 18 02,sekretariat@szpitalpolczyn.pl,Połczyn-Zdrój,Szpitalna,5,78-320,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,94 366 18 02,sekretariat@szpitalpolczyn.pl,Połczyn-Zdrój,Szpitalna,5,78-320,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,94 366 18 02,sekretariat@szpitalpolczyn.pl,Połczyn-Zdrój,Szpitalna,5,78-320,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział pediatryczny,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział neurologiczny,89 7156287,info@szpital-biskupiec.pl,Biskupiec,Armii Krajowej,8,11-300,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,59 810 63 12,szpital@szpital-slawno.pl,Sławno,I Pułku Ułanów,9,76-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,59 810 63 21,szpital@szpital-slawno.pl,Sławno,I Pułku Ułanów,9,76-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,59 810 63 12,szpital@szpital-slawno.pl,Sławno,I Pułku Ułanów,9,76-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział neurologiczny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,59 810 63 12,szpital@szpital-slawno.pl,Sławno,I Pułku Ułanów,9,76-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział neurologiczny,"89 5398200 KSOR,  89 5398000 Centrala",sek.sor@poliklinika.net,Olsztyn,Aleja Wojska Polskiego,37,10-228,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,89 5245401,izba_przyjec@szpital.uwm.edu.pl,Olsztyn,Aleja Warszawska,30,10-082,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział pediatryczny,26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),26 147 28 80,sekretariat@107sw.mil.pl,Wałcz,Kołobrzeska,44,78-600,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział neurologiczny dla dzieci,89 5393305,sor@wssd.olsztyn.pl,Olsztyn,Żołnierska,18a,10-561,Oddział neurologiczny dla dzieci,52.9154671,22.52234943288953
Oddział neurologiczny,89 7574231 wew. 393,izba.przyjec@szpitalmorag.pl,Morąg,Generała Jana Henryka Dąbrowskiego,16,14-300,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,"23 6972124, 508 462 227",sor@spzoz-dzialdowo.pl,Działdowo,Leśna,1,13-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,89 6449667,izbaprzyjec@szpital.ilawa.pl,Iława,gen. Władysława Andersa,3,14-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział udarowy,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział udarowy,52.9154671,22.52234943288953
Oddział udarowy,"89 5398200 KSOR,  89 5398000 Centrala",sek.sor@poliklinika.net,Olsztyn,Aleja Wojska Polskiego,37,10-228,Oddział udarowy,52.9154671,22.52234943288953
Oddział udarowy,"23 6972124, 508 462 227",sor@spzoz-dzialdowo.pl,Działdowo,Leśna,1,13-200,Oddział udarowy,52.9154671,22.52234943288953
Oddział udarowy,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział udarowy,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,26 145 58 31,izbaprzyjec@109szpital.pl,Szczecin,ks. Piotra Skargi,9 - 11,70-965,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział kardiologiczny,26 145 58 31,izbaprzyjec@109szpital.pl,Szczecin,ks. Piotra Skargi,9 - 11,70-965,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,26 145 58 31,sekretariat@109szpital.pl,Szczecin,ks. Piotra Skargi,9 - 11,70-965,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,26 145 58 31,sekretariat@109szpital.pl,Szczecin,ks. Piotra Skargi,9 - 11,70-965,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,89 5245401,izba_przyjec@szpital.uwm.edu.pl,Olsztyn,Aleja Warszawska,30,10-082,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,26 145 58 31,sekretariat@109szpital.pl,Szczecin,ks. Piotra Skargi,9 - 11,70-965,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,89 6460600,izba@szpital-ostroda.pl,Ostróda,Władysława Jagiełły,1,14-100,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 432 95 11,izba.przyjec@szpitalmswia.szczecin.pl,Szczecin,Jagiellońska,44,70-382,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,91 432 95 11,izba.przyjec@szpitalmswia.szczecin.pl,Szczecin,Jagiellońska,44,70-382,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,91 432 95 11,izba.przyjec@szpitalmswia.szczecin.pl,Szczecin,Jagiellońska,44,70-382,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 432 95 11,izba.przyjec@szpitalmswia.szczecin.pl,Szczecin,Jagiellońska,44,70-382,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 432 95 11,izba.przyjec@szpitalmswia.szczecin.pl,Szczecin,Jagiellońska,44,70-382,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 326 73 37,ip@szpital-swinoujscie.pl,Świnoujście,Mieszka I,7,72-600,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 326 73 37,ip@szpital-swinoujscie.pl,Świnoujście,Mieszka I,7,72-600,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,91 326 73 37,ip@szpital-swinoujscie.pl,Świnoujście,Mieszka I,7,72-600,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 326 73 37,ip@szpital-swinoujscie.pl,Świnoujście,Mieszka I,7,72-600,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 392 15 59,spsr_nowogard@wp.pl,Nowogard,Wojska Polskiego,7,72-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,91 392 13 56,spsr_nowogard@wp.pl,Nowogard,Wojska Polskiego,7,72-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 392 13 56,spsr_nowogard@wp.pl,Nowogard,Wojska Polskiego,7,72-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 579 25 73,izba@szpital.pyrzyce.net.pl,Pyrzyce,Jana Pawła II,2,74-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 579 25 73,izba@szpital.pyrzyce.net.pl,Pyrzyce,Jana Pawła II,2,74-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,91 579 25 73,izba@szpital.pyrzyce.net.pl,Pyrzyce,Jana Pawła II,2,74-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 579 25 73,izba@szpital.pyrzyce.net.pl,Pyrzyce,Jana Pawła II,2,74-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,55 2394444,izba.ess@elblag.com.pl,Elbląg,Jana Amosa Komeńskiego,35,82-300,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,91 326 26 91,sekretariat@szpitalkamien.pl,Kamień Pomorski,Szpitalna,10,72-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział gruĽlicy i chorób płuc,87 6209512,izba_pm@szpital.elk.pl,Ełk,Baranki,24,19-300,Oddział gruĽlicy i chorób płuc,52.9154671,22.52234943288953
Oddział chorób płuc,55 2304218,izbaprzyjec@szpitalmiejski.elblag.pl,Elbląg,Stefana Żeromskiego,22,82-300,Oddział chorób płuc,52.9154671,22.52234943288953
Oddział kardiologiczny,87 6209512,izba_pm@szpital.elk.pl,Ełk,Baranki,24,19-300,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny, 607 808 888,recepcja.elk@scanmed.pl,Ełk,Baranki,24,19-300,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,89 7419495,oryginaly@centra-kardiologiczne.pl,Mrągowo,Wolności,3,11-700,Oddział kardiologiczny,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3883800 ,sekretariat@zozwloszczowa.pl,Włoszczowa,Żeromskiego,28,29-100,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,95 760 20 63,izba.przyjec@szpital-debno.pl,Dębno,Tadeusza Kościuszki,58,74-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,95 760 20 63,izba.przyjec@szpital-debno.pl,Dębno,Tadeusza Kościuszki,58,74-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,95 760 20 63,izba.przyjec@szpital-debno.pl,Dębno,Tadeusza Kościuszki,58,74-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział kardiologiczny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,664 975 000,recepcja.ilawa@scanmed.pl,Iława,gen. Władysława Andersa,3,14-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział kardiologiczny,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,500 444 694,d.pijewski@szpitalpisz.pl,Pisz,Henryka Sienkiewicza,2,12-200,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),94 353 02 00,kancelaria@szpital.kolobrzeg.pl,Kołobrzeg,ppor. Edmunda Łopuskiego,31 - 33,78-100,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział chorób zakaźnych dla dzieci,89 5393305,sor@wssd.olsztyn.pl,Olsztyn,Żołnierska,18a,10-561,Oddział chorób zakaźnych dla dzieci,52.9154671,22.52234943288953
Oddział chorób zakaźnych,89 6460600,izba@szpital-ostroda.pl,Ostróda,Władysława Jagiełły,1,14-100,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Władysława Broniewskiego,24/26,77-460,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38C,78-400,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),94 347 07 54,szpital.medison@gmail.com,Koszalin,Sarzyńska,9,75-819,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział chorób zakaźnych,55 2304218,izbaprzyjec@szpitalmiejski.elblag.pl,Elbląg,Stefana Żeromskiego,22,82-300,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział kardiochirurgiczny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział kardiochirurgiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,89 5245401,izba_przyjec@szpital.uwm.edu.pl,Olsztyn,Aleja Warszawska,30,10-082,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii szczękowo-twarzowej,89 5326248,chir.szczekowa@szpital.olsztyn.pl,Olsztyn,Niepodległości,44,10-045,Oddział chirurgii szczękowo-twarzowej,52.9154671,22.52234943288953
